movie_id,title,release_year,genre_id,director_id,duration_min
4793,History fact left,1970,14,910,136
4794,Eat form,2018,3,183,160
4795,Follow,2004,7,362,167
4796,Sell bring even,2020,15,962,91
4797,After,1982,9,483,95
4798,Could yourself,1979,5,753,105
4799,Mission save,2001,6,374,176
4800,Check,1989,6,525,90
4801,Player phone write,1984,3,784,142
4802,Long health of,1988,14,635,173
4803,Value better,1989,6,628,154
4804,Physical degree,2023,6,342,134
4805,His board,2015,13,94,161
4806,Authority present be,2015,1,281,86
4807,Discussion really,1980,3,832,70
4808,Thousand statement,2024,5,545,95
4809,Article,1978,6,991,112
4810,Movie like despite,1995,4,744,80
4811,Under subject total,1980,10,254,109
4812,Democrat country,1995,7,385,90
4813,Police religious pressure,2022,2,225,121
4814,Future whom will,2007,8,899,155
4815,Mention challenge by,2018,5,687,120
4816,Up professional,1987,14,731,169
4817,Officer instead more,1978,4,354,151
4818,Measure order,1976,12,617,174
4819,Purpose weight approach,1972,13,707,70
4820,Hit fall,1974,11,263,132
4821,Serve enter American,2019,2,633,99
4822,Similar read,1997,10,782,176
4823,Follow quality past,2000,12,951,146
4824,Will maybe weight,1981,15,811,71
4825,Already no address,1971,5,747,115
4826,But huge surface,1991,13,348,136
4827,Describe course onto check,2011,10,634,79
4828,News explain left,1988,2,625,163
4829,My while something,1974,4,488,107
4830,Nice view campaign month,1971,13,805,81
4831,Organization project,1979,4,580,144
4832,Better imagine,1971,8,239,126
4833,Vote participant claim,2020,9,459,79
4834,Officer avoid,1990,7,905,103
4835,Cold,2008,4,395,133
4836,Into trial enough,2007,8,512,98
4837,Important so development,2022,9,626,115
4838,More last participant,2023,8,274,106
4839,Manage simple series,1981,3,472,108
4840,Their agent,1983,15,564,122
4841,Report as man,1997,15,266,84
4842,Would care,1985,7,434,99
4843,Medical prevent early,1991,10,661,147
4844,Much well,2017,13,375,116
4845,Perhaps exist put,2015,8,197,176
4846,Relate such,2005,5,658,142
4847,Expert call it,1994,9,703,149
4848,Know mind,1996,7,182,152
4849,Feel alone eye,1996,8,1000,136
4850,Wife feel long anyone,1994,6,285,147
4851,You property son,2021,10,177,116
4852,Offer culture serve,2007,3,212,88
4853,Loss,1978,1,472,139
4854,American goal never,1982,5,233,135
4855,Evidence fine option,1985,15,507,152
4856,Activity as news,1970,5,813,70
4857,Street although,2020,6,519,84
4858,Fast explain,1987,9,400,109
4859,Finally,2007,1,977,90
4860,Call try concern,1973,10,254,177
4861,Result page win help,2021,8,546,137
4862,Clearly authority size,2011,10,404,98
4863,Free herself,2003,9,926,160
4864,Manager guess,1985,1,531,166
4865,Resource difference,1996,6,243,130
4866,Director method,2001,11,681,76
4867,Page picture,1983,14,701,106
4868,Activity,2013,1,670,101
4869,Half general class father,1973,11,518,120
4870,Nothing need foot,2023,9,315,135
4871,Floor city whole,2014,4,671,84
4872,Plan claim old,2015,1,629,174
4873,Especially line professor miss,1973,4,516,155
4874,Mission instead senior,1974,2,829,118
4875,Rest available,1999,9,782,83
4876,Pull send through,1984,11,942,92
4877,Event deal,2017,14,502,178
4878,Green,1972,15,335,95
4879,Can several peace,2001,13,333,120
4880,Wall seat performance,1997,10,43,98
4881,Our ok,2000,13,678,146
4882,Push challenge final,2022,3,245,101
4883,Effort audience chance arm,1979,11,756,180
4884,Program owner cell,2010,1,223,98
4885,Tv site sell,1996,2,667,134
4886,Speech defense,1976,4,10,71
4887,Too level market behind,1998,3,310,130
4888,Tough,2015,12,794,128
4889,Not blood turn,1984,9,801,164
4890,Suggest kid summer,1978,11,900,150
4891,Direction before,1976,10,802,150
4892,Lot sign,2018,10,530,107
4893,Brother half look,1977,3,269,174
4894,Value trial find,1983,1,645,140
4895,Improve happen,2005,8,954,125
4896,After send challenge,1976,3,425,101
4897,Major thank,1985,11,165,120
4898,Knowledge significant,2007,4,915,156
4899,Bank show reason,2014,6,915,72
4900,Already government,1991,1,124,114
4901,Benefit school place,1999,10,460,172
4902,Firm best field,1980,4,210,144
4903,Risk significant,1974,3,518,129
4904,Continue,1993,14,523,77
4905,Away develop,1991,2,397,177
4906,Happy let today,1981,7,977,176
4907,Cell cold management,2018,11,141,119
4908,Trouble street,1973,13,189,176
4909,Public quite hotel,2000,7,763,165
4910,Teacher before PM,1970,4,320,72
4911,Win third popular,2001,1,344,116
4912,Truth think view,1988,3,671,85
4913,Plant beyond,2003,3,684,171
4914,Wall push,2005,14,998,117
4915,Then,2009,10,193,167
4916,May treat,2009,13,212,73
4917,Financial red issue your,1981,2,728,156
4918,Bag necessary less,1976,7,528,159
4919,Hotel help,2008,15,76,116
4920,Prove affect face,1973,7,215,171
4921,Culture political decide,2001,4,26,161
4922,Page total like,1980,14,743,94
4923,Admit right,1997,9,441,133
4924,Represent establish right,2024,9,790,148
4925,Growth avoid,1992,1,767,126
4926,Go simple glass,1985,9,262,158
4927,Show parent argue,1984,14,253,153
4928,Republican role,1972,2,178,97
4929,Before,1977,8,869,166
4930,Project black,1996,7,102,115
4931,Tell paper maintain,1974,8,545,122
4932,Political stage,2002,9,773,133
4933,Result top,2009,6,69,92
4934,Partner class smile,2008,8,461,136
4935,And way,1989,7,244,135
4936,Hospital white audience,2015,12,814,71
4937,Factor sometimes dog,1987,15,374,79
4938,Maintain rock,2000,1,964,106
4939,Collection generation view,2004,9,749,152
4940,Toward series spring,1994,12,533,107
4941,Four wide,1983,9,500,77
4942,Risk year economic,2008,8,119,168
4943,Certain peace,1987,7,276,160
4944,Something decide,1993,3,572,174
4945,Trouble manager,2004,15,472,164
4946,Key like,1990,5,698,158
4947,Artist past team,2009,10,610,94
4948,Get such,2022,6,407,169
4949,Kind successful,1977,6,730,100
4950,Week carry interesting,2023,6,345,163
4951,Under rock,1976,15,845,127
4952,Girl sing,2023,1,957,77
4953,Structure education there,1989,7,249,99
4954,Family her nice,1985,6,434,161
4955,Appear positive,2020,3,252,143
4956,Pass difficult,2013,13,346,91
4957,Eye away,2002,15,647,129
4958,Nothing still,2008,5,331,89
4959,Sense bill,1984,10,896,93
4960,Table film,2010,5,949,110
4961,Quality maintain pay,2008,10,470,102
4962,Reveal mean,1971,3,255,176
4963,Generation rest,2019,5,323,137
4964,Debate sure,2013,11,95,119
4965,Visit close,1979,3,665,137
4966,Season after,1972,7,922,142
4967,Young result imagine,2002,12,283,179
4968,Wear there per garden,1986,6,312,165
4969,Fire meeting especially century,1984,5,987,131
4970,Off good start,1989,4,239,114
4971,Between air feeling,2004,13,999,78
4972,Identify ground skill,1988,12,768,170
4973,Out,1985,4,742,141
4974,Wonder present dinner,2012,14,320,118
4975,One grow board,2019,5,219,70
4976,Both who,1970,3,957,130
4977,Growth them,2001,12,720,151
4978,Everybody same,1971,5,973,148
4979,Report again,2020,15,800,73
4980,Quite,1994,11,889,177
4981,May produce,1994,3,536,114
4982,Plant some allow,2013,8,910,168
4983,Themselves measure ask,2023,7,621,88
4984,Across free assume,2018,15,980,164
4985,He entire size,2019,1,847,72
4986,Present rise,2015,6,351,113
4987,Building rest wind,1992,15,906,140
4988,Out owner upon show,2015,14,946,138
4989,Thousand,2001,15,929,123
4990,Issue reach,2015,9,242,138
4991,Community each,1985,1,527,143
4992,Support think nice,2009,9,245,101
4993,Keep six personal,1971,12,794,81
4994,Sea my value,1997,11,310,165
4995,Design federal,1996,12,811,164
4996,Total available news,1994,15,899,167
4997,Fear economy,1990,6,936,85
4998,Central so,2019,11,562,81
4999,East sound,1982,6,429,134
5000,Represent follow employee,2013,8,513,166
5001,Government other,1975,9,496,134
5002,Head kind,1991,13,43,142
5003,Wind in per,2012,4,160,127
5004,Positive member hotel,2015,14,557,98
5005,Sound opportunity technology,1987,7,686,84
5006,Last picture thousand toward,1976,2,232,94
5007,Choose on city,1991,3,205,131
5008,Great role,2008,8,450,139
5009,North reach finally,2016,10,298,143
5010,Protect economic,2006,12,71,151
5011,Explain dog,2015,7,886,177
5012,Candidate job address less,2021,9,436,133
5013,Wind indicate begin,2024,8,328,125
5014,West at money,2012,15,275,87
5015,Indicate son important,2012,13,339,113
5016,Range yet represent,1991,14,137,139
5017,Player happy because,2014,1,173,98
5018,Company stock old too,1974,10,629,176
5019,Find land only form,2015,7,952,141
5020,Second describe it,2019,5,836,89
5021,Open local conference,1999,1,76,149
5022,See or education,2022,12,9,148
5023,Task,2021,13,98,162
5024,Sit difficult indicate,2014,10,530,75
5025,Arrive step compare,2008,4,234,146
5026,College,1986,15,964,76
5027,Become form let,2001,1,788,73
5028,Last where even down,2024,7,77,142
5029,Chair brother,1970,7,639,82
5030,Fall quite point,1982,4,438,175
5031,Something,2015,11,440,92
5032,Trouble tonight,1986,12,771,95
5033,Too citizen,1971,3,156,160
5034,Sense no,1989,10,445,133
5035,Military western,2022,12,932,139
5036,Teacher,2015,4,498,99
5037,Service admit,2009,9,54,151
5038,Direction ability attack,2012,14,221,162
5039,Red,2006,11,549,87
5040,She alone gas,1996,14,112,76
5041,Line boy,1997,1,211,162
5042,Game role,2017,4,156,119
5043,Can president,2001,8,307,138
5044,Game expert effect,2010,10,379,84
5045,Arrive popular,1971,7,713,152
5046,Real nature spend,2012,4,17,171
5047,Participant unit area child,1978,12,567,172
5048,Day,2020,12,844,73
5049,Whom prevent me,2008,4,419,145
5050,Threat set,2017,9,665,110
5051,Either reduce,2024,1,880,147
5052,Middle difficult,2023,15,39,175
5053,Shoulder rest,1982,15,629,161
5054,Agree,1996,2,835,80
5055,Successful middle,2000,1,688,113
5056,Prepare environment thing,1984,1,137,74
5057,Month,1996,12,843,110
5058,Less return,1993,1,660,170
5059,Help sort,1998,6,304,132
5060,Series reveal use,2014,6,214,165
5061,Soldier better,1976,10,935,85
5062,Point sport tell worry,2016,15,705,121
5063,Real some white,1986,14,778,126
5064,Contain case direction,2021,13,352,77
5065,Management especially,1991,8,789,136
5066,Low candidate industry,1989,1,759,137
5067,Fine market,1979,12,131,138
5068,Pay learn,2001,9,953,177
5069,Decide bag,2011,10,125,93
5070,Teacher group,2014,4,264,142
5071,Ok anything cut,2011,13,970,118
5072,Agency beautiful,2024,4,912,109
5073,Stage prepare,2014,9,831,89
5074,Force strategy from,1990,8,410,93
5075,Deep describe different,2011,8,312,135
5076,Goal article,1979,13,222,75
5077,Small author,1998,1,772,175
5078,Rule idea whatever,2019,3,324,144
5079,Fund old agent,1985,9,926,171
5080,Mouth trial ten,1973,10,161,85
5081,Address,1980,3,810,70
5082,Democrat truth bag,1971,10,43,150
5083,Single smile those,2022,5,56,121
5084,Thus message,1975,5,470,106
5085,Budget,1979,9,78,157
5086,Task body,1983,15,689,117
5087,Face remain,2011,3,562,80
5088,Lay sit also,1986,3,476,104
5089,Bank left,1994,10,462,113
5090,Physical international final,2008,3,940,109
5091,State me compare,1974,15,882,140
5092,Go way,2002,7,570,98
5093,Work trade Republican,2014,10,8,83
5094,Policy first,1970,14,467,88
5095,Stay peace,1970,10,247,104
5096,Chance television hear seven,2002,5,433,124
5097,His begin,1998,4,586,167
5098,Candidate sell various professor,2014,6,407,108
5099,Thought structure agency,2022,12,827,123
5100,President last,2014,7,305,101
5101,As radio,2015,8,260,90
5102,Church buy real growth,1985,14,911,150
5103,Measure can,2024,1,437,71
5104,Heavy purpose,1983,12,240,177
5105,Stuff hold wait,2010,13,1,93
5106,Interesting concern,2023,13,598,81
5107,Three while,1983,13,243,84
5108,Experience wife,2024,7,220,132
5109,Sing wife,2024,11,416,84
5110,Scene up increase,1997,5,64,165
5111,Environmental herself among my,2010,12,830,119
5112,Item name from,1970,3,954,121
5113,Thing music,2004,15,937,124
5114,Financial,2020,2,138,103
5115,Time,1980,1,824,127
5116,Success least own,1995,11,702,144
5117,More information produce,2003,5,243,158
5118,Wear trip dream,1993,7,745,163
5119,Business ok,2012,9,309,100
5120,Administration road,2002,15,586,101
5121,Fund ball inside,1971,6,294,94
5122,Who must,2013,14,220,149
5123,Hotel history account,1996,7,281,71
5124,Reach national contain,1984,5,997,143
5125,Medical quality within,2011,7,619,176
5126,Attack care TV,1983,14,596,105
5127,Relate subject,1984,3,278,122
5128,Deep the also question,1973,9,146,127
5129,Media leave call,1979,3,511,168
5130,Outside federal data,1985,15,51,84
5131,Idea myself,1971,7,968,143
5132,Its,1971,15,32,83
5133,Account team,2003,2,11,124
5134,Phone final traditional light,1997,1,285,129
5135,Ready staff everyone car,1995,4,510,85
5136,Side environmental top goal,2021,8,650,102
5137,Leader chance wrong,2002,2,211,149
5138,Check until,1986,8,41,145
5139,Or project,2008,10,520,108
5140,Part skill million,2010,8,565,123
5141,Where commercial wind,1997,4,476,152
5142,Nothing let,2012,8,152,81
5143,Send fund,1986,7,123,119
5144,Someone type you,2023,1,293,141
5145,Exactly it though,1994,3,276,86
5146,Budget college,1992,2,319,85
5147,Cold condition open,2013,14,325,169
5148,Five let movie,2021,12,100,169
5149,Grow help,1983,8,591,81
5150,Natural,2018,5,295,81
5151,Enough stage maybe,2006,12,471,97
5152,Science big Republican,1974,10,322,180
5153,Discover use,1984,1,392,138
5154,Wrong seem it,2004,6,929,97
5155,Stop fire care indicate,2015,15,558,148
5156,Find not store,2006,14,98,167
5157,Rather once,1994,7,110,117
5158,Decade magazine choose,1994,5,946,167
5159,Draw west particular,1997,3,567,149
5160,Reflect floor middle,2013,3,417,101
5161,Table painting,1977,3,15,73
5162,Young,2001,12,770,89
5163,Each sport soldier,1980,13,756,128
5164,Local,1973,12,326,137
5165,Second middle,2016,2,932,71
5166,Available return,2007,4,956,103
5167,Face see Mr,2022,9,576,114
5168,Born buy,2012,6,939,81
5169,Day travel bed,2021,5,609,179
5170,Both probably very,2007,14,641,141
5171,Democrat trade local,1984,15,127,154
5172,Beyond stand hair,2007,7,661,127
5173,Guess state take,1972,3,512,144
5174,Effort according,2021,5,661,77
5175,Down quite security,2012,14,731,102
5176,Begin feeling hope,1984,8,348,113
5177,Evening,1983,1,995,178
5178,Into three black,1987,10,319,141
5179,True institution perform southern,1999,4,976,164
5180,Plan civil,1977,6,945,87
5181,As together wrong,2017,6,528,93
5182,Issue,1978,9,833,101
5183,Unit help,2023,15,901,114
5184,Eight nature,1971,11,413,108
5185,Heart brother,1978,8,933,167
5186,Image bag reason memory,2006,3,160,142
5187,Late sense,1977,6,272,115
5188,Newspaper street wait,1971,15,992,93
5189,Me nearly share,1999,3,895,78
5190,Today alone opportunity,1981,13,231,132
5191,History building him,1991,8,553,165
5192,Example here,1985,5,768,176
5193,Military both expert,2001,1,896,153
5194,Gun kind,1972,15,215,74
5195,World need also,2018,2,984,145
5196,Beat ever,2006,11,112,151
5197,Eye student,2005,3,912,72
5198,Other however,2023,12,259,99
5199,Baby,1992,11,262,84
5200,Himself play,1998,12,452,112
5201,Challenge myself,1973,9,512,153
5202,Discussion site be,1987,3,809,153
5203,Get finish can,1975,3,514,103
5204,Area event reason,1986,1,656,136
5205,Recently training,1979,14,856,106
5206,Those suggest lose more,1983,1,599,82
5207,Test turn name,1983,12,98,76
5208,Remain animal he,1990,7,163,123
5209,Ahead maintain wide meet,2002,9,863,116
5210,Difference ever,2024,3,664,78
5211,Approach hold garden be,2012,10,209,130
5212,Candidate fall bill,2011,11,565,147
5213,First range,2007,14,127,162
5214,Accept be adult local,1993,12,533,110
5215,Cost quality,2018,11,954,100
5216,Relate out financial,1982,13,243,96
5217,Thank present ever,2011,11,495,93
5218,Pretty would they,1974,15,93,107
5219,Body,1999,4,571,162
5220,What police manage,2014,8,135,106
5221,Large nothing minute,2019,13,437,90
5222,Must myself,2011,9,168,75
5223,Full under,1982,5,661,111
5224,Put language wide,2003,3,268,85
5225,Though fight during,1974,13,453,159
5226,Against,1999,7,263,164
5227,She industry off up,2012,5,441,134
5228,Huge enjoy key,2012,7,815,96
5229,Hospital speech,2011,9,971,77
5230,Night pattern book effort,2003,13,19,129
5231,None pretty pattern,1970,13,622,144
5232,Land according,1978,7,450,119
5233,Cold answer,2021,11,499,126
5234,Perform machine itself,2003,6,709,88
5235,Race decision deep,2019,14,995,103
5236,Behind usually,2013,4,410,171
5237,Quickly wish amount it,1977,14,337,126
5238,Single trade value,1994,4,223,144
5239,Interview about,2001,1,209,126
5240,Color drug it,1995,1,898,167
5241,Keep forget financial,1991,4,668,171
5242,Represent official,1995,15,615,170
5243,Accept she discover,2020,11,450,88
5244,Mouth this,2006,2,183,77
5245,Take hair,1972,7,585,153
5246,Kind,1993,15,28,89
5247,Size fish,1999,7,917,135
5248,Structure,2005,8,540,151
5249,Pull,1990,9,948,112
5250,Various show treat,1986,2,559,118
5251,Agency world seven,1982,14,121,83
5252,Market sell another,2009,1,89,87
5253,Glass rise action,1970,10,900,175
5254,Right walk hit,1986,11,737,111
5255,Success foreign main,2011,2,153,167
5256,Cell experience,1971,2,122,122
5257,Most exactly,2018,2,185,91
5258,Ten dark reason,1974,9,796,100
5259,Mrs computer economic,2003,2,683,122
5260,Dinner remember man,1985,9,58,167
5261,Far,1973,15,728,85
5262,Amount either treatment,2017,8,362,84
5263,Avoid,1981,14,862,74
5264,Draw then,1976,7,720,95
5265,Difference program federal,1979,2,412,138
5266,Still likely,2016,4,430,101
5267,Run nice,1986,11,21,138
5268,Arm financial among,2012,1,767,82
5269,Experience story article conference,2023,8,338,72
5270,Part,2000,1,819,95
5271,Far use so,1980,9,691,119
5272,Real experience,1996,3,146,114
5273,Under agent agency,1995,11,124,161
5274,Physical theory,1979,10,336,97
5275,Detail former computer,1976,3,163,131
5276,Yard another product billion,2008,13,820,98
5277,Part talk defense,2016,14,244,83
5278,Speech meet,2009,5,389,85
5279,Road maybe,1998,15,177,117
5280,Style big eat,1975,14,382,166
5281,Clear left,1993,5,933,163
5282,Activity should,1995,8,399,137
5283,Decade including,1978,7,844,147
5284,Month,1986,11,126,86
5285,Receive policy,2003,6,851,169
5286,Rock,2015,8,900,81
5287,Once determine catch chance,1971,11,210,176
5288,Take around any,2020,13,625,143
5289,Policy,2017,12,862,163
5290,Others trouble treatment,1980,2,189,99
5291,Perhaps better education,1987,6,936,159
5292,Recent occur sense,1977,1,377,161
5293,Reach tough blue,1988,14,206,178
5294,Religious will,1990,1,467,170
5295,Give drug read,2017,4,440,161
5296,Always everyone,1977,13,378,70
5297,Media another poor,2017,4,637,71
5298,Management hit,1970,3,449,151
5299,Should choose,1970,6,52,166
5300,Until without,1988,12,639,106
5301,Significant understand,2000,10,132,72
5302,Among current,2010,2,458,169
5303,Body memory will,2015,3,417,110
5304,On player sing,1978,12,579,112
5305,Pull here,2003,15,830,103
5306,Piece model around,2022,11,495,114
5307,Understand theory,1973,8,578,164
5308,Move teacher case,1995,8,910,129
5309,Ask even,2022,2,918,120
5310,Plant effort past,2007,11,659,154
5311,School task type,1973,6,336,158
5312,Attack yes,2005,6,554,84
5313,Would food,2005,5,817,70
5314,Down major control end,2004,10,897,105
5315,Director fine sometimes,1999,10,683,122
5316,Their her group,1970,5,339,91
5317,Rich,2020,11,89,141
5318,Piece remember family,2021,15,251,134
5319,Attorney determine mention,1972,15,751,146
5320,Base answer coach,2002,4,743,104
5321,Senior professor nation,1983,14,57,127
5322,Girl wear,1993,6,934,76
5323,Better very,2008,7,267,99
5324,Part strong,2020,8,113,167
5325,Do allow old,2006,11,516,119
5326,City his,1979,13,465,174
5327,Wall hundred,2018,14,611,177
5328,Third play huge,2024,10,285,80
5329,Citizen seek,1990,11,983,159
5330,Town front,1991,13,957,127
5331,Window baby,2009,13,824,162
5332,Least ever,1995,6,274,139
5333,Free care,1986,11,886,174
5334,Purpose large,2012,10,380,90
5335,Including play marriage,1980,11,429,178
5336,Affect type certainly,1979,13,524,144
5337,Present since,2005,5,317,81
5338,Result,1995,12,667,76
5339,Several street compare,2021,3,404,125
5340,Research opportunity meeting,2022,14,998,166
5341,Market clearly,1997,15,6,179
5342,Room five voice three,1998,13,475,93
5343,Six top management,2009,4,871,115
5344,Indeed win,1989,15,314,161
5345,Break action firm,1975,9,762,130
5346,Policy fine,2014,7,611,76
5347,Difficult member continue,1995,5,39,115
5348,Price film financial,2012,3,155,176
5349,Worry community,1998,10,570,174
5350,Us one ask,1971,4,921,160
5351,Same writer,1980,13,56,161
5352,Listen probably,2001,15,697,133
5353,Bad situation give kid,2000,11,362,176
5354,Economy usually,2013,5,945,120
5355,Between human hear,2000,9,737,77
5356,Teacher event,2017,13,269,71
5357,Detail room,1989,11,430,81
5358,Collection minute,1979,5,117,118
5359,Just education or,2003,2,196,105
5360,Court knowledge,1995,11,933,161
5361,Court water,2015,14,873,124
5362,Citizen send final,2015,5,306,74
5363,Surface hand,1975,5,236,109
5364,To already,2011,7,922,173
5365,Floor account able,2009,15,935,74
5366,Sit late,1975,3,353,141
5367,Owner guy,2007,9,19,161
5368,Foot again strong,2023,11,682,109
5369,Option level,2002,14,352,138
5370,Buy himself,2020,2,213,88
5371,Character energy,2007,8,499,78
5372,Five student,2010,11,51,116
5373,Might apply,1998,10,490,88
5374,Moment song particularly trouble,1998,7,821,164
5375,Coach,2007,8,551,167
5376,Unit choose rock,1975,12,366,87
5377,Behind possible first career,1987,6,557,142
5378,Important approach down,1974,11,599,115
5379,Grow its above,1993,6,829,180
5380,Bit page,1987,1,843,165
5381,Factor create,2015,12,256,100
5382,Teacher soldier conference,1991,7,352,74
5383,Meeting land system,1986,1,532,120
5384,Majority,2013,6,468,164
5385,Away without,2017,6,845,117
5386,Field pressure audience,1988,6,904,120
5387,Entire,1991,15,324,150
5388,Recognize cultural try,2005,1,893,177
5389,Stop affect identify,2023,10,772,77
5390,Short create campaign,1972,6,569,70
5391,Other whatever past,1988,11,503,162
5392,Above discussion inside,1974,2,245,166
5393,Center usually,1987,15,412,70
5394,Theory opportunity,1998,7,26,138
5395,Network dream,1989,5,898,121
5396,Citizen prevent,2017,2,921,137
5397,Leader pick month,1997,5,967,107
5398,Join yard pull,2009,12,716,165
5399,Resource reason,2000,2,722,121
5400,Campaign seek he will,2005,10,483,157
5401,Successful collection,1990,6,867,130
5402,Detail sometimes,2009,1,83,90
5403,Use fill send,2006,5,903,132
5404,Prevent father,1976,4,998,125
5405,This nation rich,1989,2,964,174
5406,Hair ask look site,2006,13,865,121
5407,Matter rate,2014,4,828,160
5408,Value white course,2007,6,377,164
5409,Ok,1975,2,211,152
5410,Than while family cold,2024,6,779,92
5411,Challenge chair,1974,15,492,104
5412,Speak challenge,1999,11,122,98
5413,Individual later late tend,2014,3,281,77
5414,Less,1989,5,710,162
5415,Last condition teach,2019,11,889,170
5416,Number my school,2011,12,401,123
5417,Throw support responsibility,2012,15,422,134
5418,Vote forget and,1979,6,376,153
5419,Senior phone election,1995,7,200,166
5420,Right play law,1979,1,409,85
5421,Cover represent,2003,11,476,81
5422,Magazine should left,2010,15,160,146
5423,In find risk bad,1973,10,593,102
5424,Which boy though,1985,1,889,177
5425,Short build still near,1972,4,612,75
5426,Include,1986,12,178,166
5427,Able fact,2010,9,182,92
5428,Light change,1990,3,123,164
5429,Over threat resource,1992,6,792,70
5430,Win soon night watch,2008,2,783,149
5431,Design out water social,1983,5,857,100
5432,Win appear yourself,1992,10,364,115
5433,Guy,2018,9,650,74
5434,Middle,1989,2,13,154
5435,Generation,2000,8,901,179
5436,Level above coach,1973,6,701,113
5437,Make kitchen behind,1998,3,325,155
5438,Pick agency,1972,9,555,137
5439,Ago sit,1974,8,596,152
5440,Compare hospital east,2015,11,672,102
5441,Whom move power between,2013,9,496,132
5442,Me simply impact,2009,8,452,156
5443,Though usually,2011,13,266,80
5444,Close camera,2021,4,828,73
5445,Everyone employee fall,2010,6,70,150
5446,Conference we program,1997,11,429,119
5447,Agree attention,1991,7,599,145
5448,Them old side threat,1981,15,152,147
5449,Contain sound fly,1971,15,93,177
5450,Stage east,2009,10,817,154
5451,Modern fast field,1974,7,175,163
5452,Current,2010,10,610,76
5453,Difference newspaper,2019,9,229,140
5454,Society,2023,14,622,93
5455,Read,2014,7,603,180
5456,Late good by,1972,9,924,156
5457,Race common where,1979,3,812,85
5458,Imagine thing law,1997,5,877,114
5459,Kitchen herself past,2002,7,670,157
5460,Foreign nature box,1977,6,334,73
5461,Continue wife,2006,2,455,175
5462,Movement however garden,1998,12,429,113
5463,Care manage,1980,9,658,116
5464,Teacher ball manager,2018,8,622,97
5465,Level west grow,2022,10,101,99
5466,Police suffer work,2014,3,916,88
5467,Rate source,1971,10,758,103
5468,Whole fine,1978,9,398,128
5469,Explain group whether will,1980,9,79,117
5470,Democratic open,2006,2,291,78
5471,President position,2018,15,822,73
5472,Each citizen somebody,1987,12,521,160
5473,Back behind purpose,2015,2,702,135
5474,Meet education growth,1997,7,389,121
5475,Stay after traditional,2020,11,778,163
5476,Believe purpose,1975,4,920,166
5477,Serious else describe,1994,4,467,143
5478,In that if,1987,12,395,175
5479,Effect receive computer,1982,12,632,148
5480,World beyond put,1971,14,983,112
5481,Ready college,2002,15,116,106
5482,Choose,2014,14,520,157
5483,Camera else already,1997,15,667,96
5484,Follow,2006,6,299,174
5485,Leader,1979,15,141,121
5486,Represent positive,1979,2,97,149
5487,Candidate page happen,1988,14,954,169
5488,Two mouth weight phone,2002,10,553,128
5489,Federal,1999,9,31,160
5490,Exist wait,2004,13,706,80
5491,Mean gun,2007,9,942,133
5492,Return window role,2016,14,103,137
5493,Recently glass,2006,4,754,154
5494,Prevent,1985,10,710,117
5495,Everything wide,2005,5,45,133
5496,Mind traditional ground,1991,8,992,99
5497,I personal world,1985,12,740,149
5498,Morning moment,1980,1,766,106
5499,Attorney a,1994,12,379,79
5500,Get road,2012,7,281,166
5501,Family like build,1988,12,141,107
5502,Likely owner adult,1985,15,207,87
5503,Analysis never along,2019,8,134,125
5504,Yard walk size,2000,9,696,151
5505,Career certain detail,1984,8,826,101
5506,Spring,1991,5,142,88
5507,Success,2012,4,585,124
5508,Great wear behavior,2014,2,50,82
5509,Idea street up role,2018,15,23,157
5510,Guy federal travel,1979,6,240,94
5511,However study year,1981,5,165,119
5512,School feel remain,1991,13,793,148
5513,Relationship argue much,2021,2,64,107
5514,Stay article personal,2014,11,144,104
5515,Another subject,1976,15,439,85
5516,Over million,2001,5,411,71
5517,Authority treat whether,1981,4,43,162
5518,Phone example I,2024,1,567,180
5519,Quickly name professional,1988,11,708,88
5520,Health detail always,1994,3,534,85
5521,Little campaign,1985,13,237,127
5522,Go serve,2004,4,740,85
5523,Young size director,1988,5,175,98
5524,Mr computer,1993,3,420,89
5525,Determine home have,1981,12,693,107
5526,Reason subject produce,1982,3,8,162
5527,Impact notice enter,2011,11,734,160
5528,Return ready become,2021,12,916,115
5529,Star quality,2021,11,575,102
5530,Say remain,2013,13,26,96
5531,Despite trade change,1999,1,286,78
5532,Front between special,2006,3,821,124
5533,Style,1994,4,429,87
5534,Three develop bad,2015,10,806,82
5535,Arrive director,1993,8,831,126
5536,Cup garden,1984,3,19,107
5537,Chance bank statement,2018,11,168,128
5538,Civil identify age,2015,1,764,76
5539,Smile subject,2016,9,579,127
5540,Hope yeah draw,1979,14,896,88
5541,Star,1974,6,948,137
5542,Federal than record,1992,13,303,116
5543,Writer today from there,1993,2,284,180
5544,Age table usually,1977,14,48,126
5545,Shoulder avoid attorney,1986,12,51,97
5546,Treatment particularly,1988,14,17,90
5547,Front join pass amount,1975,4,321,81
5548,Fine full feel,1979,12,939,113
5549,Mean one catch,1991,9,797,154
5550,Task draw response,2009,8,135,87
5551,Analysis imagine,2012,1,649,154
5552,Economic learn might,2013,7,793,70
5553,Career fact,1999,10,578,179
5554,Picture to attorney,2006,15,864,170
5555,Notice artist skill,1987,8,690,87
5556,Model bring car,2017,14,936,76
5557,Bed write,2008,5,296,172
5558,Popular help message,2007,15,313,87
5559,Use ability,2009,5,113,137
5560,Exactly,1978,12,17,151
5561,Idea value become,1992,8,234,154
5562,Raise cut,2007,1,777,177
5563,Myself school,2020,2,822,136
